station_id,root_grdc_no,test_start_year,test_end_year
4125025,4127800,2017,2023
4125026,4127800,2017,2023
4125027,4127800,2017,2023
4125028,4127800,2017,2023
4119400,4127800,2017,2023
4119401,4127800,2017,2023
4125550,4127800,2017,2023
4125551,4127800,2017,2023
4125552,4127800,2017,2023
4127600,4127800,2017,2023
4119410,4127800,2017,2023
4125555,4127800,2017,2023
4120950,4127800,2017,2023
4120951,4127800,2017,2023
4120952,4127800,2017,2023
4120953,4127800,2017,2023
4125050,4127800,2017,2023
4123510,4127800,2017,2023
4127100,4127800,2017,2023
4125565,4127800,2017,2023
4125055,4127800,2017,2023
4125061,4127800,2017,2023
4125062,4127800,2017,2023
4125063,4127800,2017,2023
4125064,4127800,2017,2023
4119430,4127800,2017,2023
4125070,4127800,2017,2023
4119440,4127800,2017,2023
4119442,4127800,2017,2023
4120300,4127800,2017,2023
4119445,4127800,2017,2023
4119447,4127800,2017,2023
4120301,4127800,2017,2023
4119450,4127800,2017,2023
4119451,4127800,2017,2023
4119452,4127800,2017,2023
4119454,4127800,2017,2023
4125100,4127800,2017,2023
4125110,4127800,2017,2023
4123360,4127800,2017,2023
4120311,4127800,2017,2023
4123090,4127800,2017,2023
4119510,4127800,2017,2023
4123095,4127800,2017,2023
4127200,4127800,2017,2023
4127201,4127800,2017,2023
4127202,4127800,2017,2023
4123110,4127800,2017,2023
4123111,4127800,2017,2023
4122352,4127800,2017,2023
4122600,4127800,2017,2023
4122601,4127800,2017,2023
4122603,4127800,2017,2023
4122602,4127800,2017,2023
4123120,4127800,2017,2023
4122100,4127800,2017,2023
4122105,4127800,2017,2023
4123130,4127800,2017,2023
4122620,4127800,2017,2023
4123135,4127800,2017,2023
4147715,4147703,2017,2023
4147720,4147703,2017,2023
4147721,4147703,2017,2023
4147725,4147703,2017,2023
4147726,4147703,2017,2023
4147700,4147703,2017,2023
4147701,4147703,2017,2023
4147702,4147703,2017,2023
4147703,4147703,2017,2023
4147704,4147703,2017,2023
4147710,4147703,2017,2023
4150400,4150500,2017,2022
4150500,4150500,2017,2022
4150501,4150500,2017,2022
4150502,4150500,2017,2022
4150503,4150500,2017,2022
4150505,4150500,2017,2022
4150250,4150500,2017,2022
4150507,4150500,2017,2022
4150510,4150500,2017,2022
4150515,4150500,2017,2022
4152450,4152050,2017,2023
4152580,4152050,2017,2023
4152202,4152050,2017,2023
4152460,4152050,2017,2023
4152590,4152050,2017,2023
4152465,4152050,2017,2023
4152600,4152050,2017,2023
4152610,4152050,2017,2023
4152103,4152050,2017,2023
4152620,4152050,2017,2023
4152110,4152050,2017,2023
4152500,4152050,2017,2023
4152120,4152050,2017,2023
4152900,4152050,2017,2023
4152650,4152050,2017,2023
4152651,4152050,2017,2023
4152652,4152050,2017,2023
4152400,4152050,2017,2023
4152660,4152050,2017,2023
4152800,4152050,2017,2023
4152550,4152050,2017,2023
4152551,4152050,2017,2023
4152552,4152050,2017,2023
4152553,4152050,2017,2023
4152300,4152050,2017,2023
4152301,4152050,2017,2023
4152050,4152050,2017,2023
4152570,4152050,2017,2023
4152700,4152050,2017,2023
4152701,4152050,2017,2023
4207880,4207900,2017,2022
4207380,4207900,2017,2022
4207770,4207900,2017,2022
4207130,4207900,2017,2022
4207900,4207900,2017,2022
4207150,4207900,2017,2022
4207160,4207900,2017,2022
4207800,4207900,2017,2022
4207300,4207900,2017,2022
4207050,4207900,2017,2022
4207180,4207900,2017,2022
4207310,4207900,2017,2022
4207190,4207900,2017,2022
4207830,4207900,2017,2022
4207320,4207900,2017,2022
4207321,4207900,2017,2022
